id,label,props
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1451,Disease,{'name': 'β-Thalassemia'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1452,Drug,{'name': 'luspatercept'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1453,Trial,"{'summary': ' Baseline (prior to first dose of study drug) and End of Treatment (up to Day 1807)|Percent Change From Baseline to End of Treatment in Percent Transferrin (Iron) Saturation', 'secondary_outcomes': ' Blood samples were to be collected at pre-specified time intervals to determine serum transferrin. Baseline was pre-specified to be the last measurement prior to the first dose of study drug. Per protocol', 'sex': ' the analysis was planned to be presented by transfusion status (non-transfusion and transfusion dependent).', 'nct_id': 'y transfusion status (non-transfusion and transfusion dependent).', 'age': ' Baseline (prior to first dose of study drug) and End of Treatment (up to Day 1807)|Percent Change From Baseline to End of Treatment in Serum Iron', 'primary_outcomes': ' Baseline (prior to first dose of study drug) and End of Treatment (up to Day 1807)|Percent Change From Baseline to End of Treatment in Serum Transferrin'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1454,Disease,{'name': 'Blood samples were collected at pre-specified time intervals to determine percent transferrin (iron) saturation. The percent change from baseline in mean concentration of percent transferrin (iron) saturation was measured. Baseline was the last measurement prior to the first dose of study drug. Per protocol'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1455,Trial,"{'summary': 'The goal of this pilot study is to improve emergency department (ED) pain management for adults with sickle cell disease. Sickle cell disease (SCD) is the most common genetic disorder in the United States, and occurs primarily among African Americans. Management of painful episodes associated with SCD, referred to as vaso-occlusive crises (VOC), is the most common reason for SCD patients to visit the ED. Currently, there is no standard approach to managing VOC pain in the ED that is widely accepted and used, and pain management for vaso-occlusive crisis in persons with SCD is very different between providers and not based on research. Many times, patients who come to the ED with sickle cell pain feel that they do not receive adequate pain control. If EDs could provide efficient, effective, safe, patient-centered analgesic management, it may be possible to improve pain management for adults with SCD experiencing a VOC. Guidelines for treating vaso-occlusive crises caused by sickle cell disease will soon be published by the National Heart, Lung and Blood Institute of the National Institutes of Health. These guidelines recommend patient-specific pain treatment protocols or a standardized pain management protocol for SCD when a patient does not already have a pain treatment protocol designed for them. The purpose of this pilot study is to compare these two ways to treat vaso-occlusive pain in the ED for adults with sickle cell disease, and to determine if a large randomized controlled trial is feasible and required.', 'secondary_outcomes': 'Change in Pain Visual Analogue Scale (VAS) Scores Over Time, Pain severity was assessed at arrival and every 30 minutes until discharge from the ED using a 100 mm visual analogue scale (VAS). The VAS range is 0 to 100 with 0 indicating ""no pain"" and 100 indicating ""pain as bad as it could be"" or ""worst imaginable pain"". Discharge was defined by which one of the following occurred first: (a) decision to admit to hospital; (b) patient physically leaves the ED to home; or (c) after six hours of observation in the ED.\n\nA hierarchical random coefficients regression model for repeated measurements (type of mixed hierarchical mixed-effect model) was conducted on the pain scores collected at six time points (arrival, post-placement 30-min, 60-min, 90-min,120-min, discharge) to evaluate the trajectory of change in pain. Discharge occurred at 120 minutes or later during each visit, with the exception of one discharge at 54 minutes., Every 30 minutes from arrival in ED to discharge from the ED, up to 6 hours|Incidence of Nausea During Emergency Department Visits, Nausea at any point from placement until discharge, based on nausea data collected every 30 minutes during that time period. Thus, a nausea variable was derived in which 0=no and 1=yes that nausea was reported by the patient at least once during the placement to discharge time interval., From placement in Emergency Department (ED) treatment room to discharge from the ED, up to 6 hours|Incidence of Vomiting During Emergency Department Visits, Vomiting at any point from placement until discharge, based on vomiting data collected every 30 minutes during that time period. Thus, a vomiting variable was derived in which 0=no and 1=yes that vomiting was reported by the patient at least once during the placement to discharge time interval., From placement in ED treatment room to discharge from the ED, up to 6 hours|Incidence of a Decrease in Systolic Blood Pressure Greater Than or Equal to 20% of Baseline During Emergency Department Visit, Decrease in systolic blood pressure at any point from placement until discharge, based on blood pressure data collected every 30 minutes during that time period. A systolic variable was derived in which 0=no and 1=yes that a \\>= 20% decrease of baseline systolic blood pressure was reported by the patient at least once during the placement to discharge time interval., From placement in ED treatment room to discharge from the ED, up to 6 hours|Incidence of a Decrease in Diastolic Blood Pressure Greater Than or Equal to 20% of Baseline During Emergency Department Visit, Decrease in diastolic blood pressure at any point from placement until discharge, based on blood pressure data collected every 30 minutes during that time period. A diastolic variable was derived in which 0=no and 1=yes that a \\> 20% decrease of baseline diastolic blood pressure was reported by the patient at least once during the placement to discharge time interval., From placement in ED treatment room to discharge from the ED, up to 6 hours|Incidence of Oxygen Desaturation (< 95%) (YES) During Emergency Department Visit, Saturation of peripheral capillary oxygen \\< 95% (SPO2 \\< 95%) at any point from placement until discharge, based on SPO2 data collected every 30 minutes during that time period. Thus, a SPO2 variable was derived in which 0=no and 1=yes that SPO2 \\< 95% was reported by the patient at least once during the placement to discharge time interval., From placement in ED treatment room to discharge from the ED, up to 6 hours|Incidence of Respiratory Distress (YES) During Emergency Department Visit, Respiratory distress at any point from placement until discharge, based on data collected every 30 minutes during that time period. Thus, a respiratory distress variable was derived in which 0=no and 1=yes that respiratory distress was reported by the patient at least once during the placement to discharge time interval., From placement in ED treatment room to discharge from the ED, up to 6 hours|Incidence of Sedation During Emergency Department Visit, Severe-to moderate sedation at any point from placement until discharge, based on sedation data collected every 30 minutes during that time period. Thus, a sedation variable was derived in which 0=no and 1=yes that moderate-severe sedation was reported by the patient at least once during the placement to discharge time interval. Sedations scoring was as follows: None was defined as ""awake and alert"", Mild sedation was defined as ""responds to voice"", Moderate sedation was defined as ""responds to touch, with or without voice"" and Severe sedation was defined as ""somnolent, difficult to arouse""., From placement in ED treatment room to discharge from the ED, up to 6 hours|Incidence of the Need for Supplemental Oxygen During Emergency Department Visit, Need for supplemental oxygen during the Emergency Department stay; this was determined at discharge., Following the initiation of opioid therapy until discharge from the ED, up to 6 hours|Incidence of the Administration of Naloxone During Emergency Department Visit, Naloxone administered during the Emergency Department stay; this was determined at discharge., Following the initiation of opioid therapy until discharge from the ED, up to 6 hours|Incidence of the Need for Assistive Ventilation, Intubation or other assistive ventilation techniques - including bag, valve, or mask was performed during the ED stay; this was determined at discharge., Following the initiation of opioid therapy until discharge from the ED, up to 6 hours', 'sex': 'ALL', 'nct_id': 'NCT02222246', 'age': 'ADULT, OLDER_ADULT', 'primary_outcomes': 'Difference in Pain Score as Measured by a Visual Analogue Scale (VAS), Each ED study visit was the unit of analysis for the statistical methods addressing the primary outcome. The primary outcome was change in pain score from arrival to discharge. Pain severity was assessed at arrival and discharge from ED using a 100 mm visual analogue scale (VAS). The VAS range is 0 to 100 with 0 indicating ""no pain"" and 100 indicating ""pain as bad as it could be"" or ""worst imaginable pain"".Discharge was defined by which one of the following occurred first: (a) decision to admit to hospital; (b) patient physically leaves the ED to home; or (c) after six hours of observation in the ED. Thus, the difference in pain scores were calculated as the arrival minus discharge VAS scores, with higher positive pain difference or change scores indicating greater pain reduction., Arrival in ED to discharge from the ED, up to 6 hours'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1456,Drug,"{'name': 'Hydromorphone (Standardized, weight-based dosing)'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1457,Drug,"{'name': 'Morphine Sulfate (Standardized, weight-based dosing)'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1458,Drug,{'name': 'Hydromorphone (Patient Specific dosing)'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1459,Drug,{'name': 'Morphine Sulfate (Patient Specific dosing)'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1460,Trial,"{'summary': 'This is a Phase 1/2, open label, safety, and efficacy study of the administration of LentiGlobin BB305 Drug Product to participants with either transfusion dependent beta-thalassemia (TDT) or sickle cell disease (SCD).', 'secondary_outcomes': 'Percentage of Treated Participants With Transfusion-Dependent β-Thalassemia (TDT) Who Achieved Transfusion Independence (TI), TI was defined as a weighted average hemoglobin (Hb) \\> or =9 grams per deciliter (g/dL) without any pRBC transfusions for a continuous period of \\> or =12 months at any time during the study after drug product infusion, where calculation of time period of TI starts when participants achieve a Hb \\> or =9 g/dL with no transfusions in the preceding 60 days., From time of drug product infusion through Month 24|Weighted Average Hemoglobin (Hb) During Period of Transfusion Independence (TI) in Participants With Transfusion-Dependent β-Thalassemia (TDT), TI was defined as a weighted average hemoglobin (Hb) \\> or =9 grams per deciliter (g/dL) without any pRBC transfusions for a continuous period of \\> or =12 months at any time during the study after drug product infusion, where calculation of time period of TI starts when participants achieve a Hb \\> or =9 g/dL with no transfusions in the preceding 60 days., From time of drug product infusion through Month 24|Duration of Transfusion Independence (TI) in Participants With Transfusion-Dependent β-Thalassemia (TDT), TI was defined as a weighted average Hb \\> or =9 grams per deciliter (g/dL) without any pRBC transfusions for a continuous period of \\> or =12 months at any time during the study after drug product infusion, where calculation of time period of TI starts when participants achieve a Hb \\> or =9 g/dL with no transfusions in the preceding 60 days. To meet the initial TI criteria, the weighted Hb must be \\> or =9 g/dL at the end of the 12-month period, to remain in the TI state beyond the 12-month period, the treated participant needs to maintain a weighted Hb of \\> or =9 g/dL from that point forward, without receiving a pRBC transfusion. This outcome measure reports the duration of TI and was evaluated in the TDT Transplant Population (TP) that reached TI., From time of drug product infusion through Month 24|Time From LentiGlobin BB305 Drug Product Infusion to Last Packed Red Blood Cells (pRBC) Transfusion Prior to Achieving Transfusion Independence (TI) in Participants With Transfusion-Dependent β-Thalassemia (TDT), TI was defined as a weighted average Hb \\> or =9 grams per deciliter (g/dL) without any pRBC transfusions for a continuous period of \\> or =12 months at any time during the study after drug product infusion, where calculation of time period of TI starts when participants achieve a Hb \\> or =9 g/dL with no transfusions in the preceding 60 days. To meet the initial TI criteria, the weighted Hb must be \\> or =9 g/dL at the end of the 12-month period, to remain in the TI state beyond the 12-month period, the treated participant needs to maintain a weighted Hb of \\> or =9 g/dL from that point forward, without receiving a pRBC transfusion. This endpoint reports the time from infusion to the last pRBC transfusion prior to achieving TI., From time of drug product infusion through Month 24|Time From LentiGlobin BB305 Drug Product Infusion to Achieving Transfusion Independence (TI) in Participants With Transfusion-Dependent β-Thalassemia (TDT), TI was defined as a weighted average Hb \\> or =9 grams per deciliter (g/dL) without any pRBC transfusions for a continuous period of \\> or =12 months at any time during the study after drug product infusion, where calculation of time period of TI starts when participants achieve a Hb \\> or =9 g/dL with no transfusions in the preceding 60 days. To meet the initial TI criteria, the weighted Hb must be \\> or =9 g/dL at the end of the 12-month period, to remain in the TI state beyond the 12-month period, the treated participant needs to maintain a weighted Hb of \\> or =9 g/dL from that point forward, without receiving a pRBC transfusion. This outcome measure reports the time from infusion to achievement of TI., From time of drug product infusion through Month 24|Weighted Average Nadir Hemoglobin (Hb) in Participants With Transfusion-Dependent β-Thalassemia (TDT), Weighted average Hb nadir was defined as an average area under the curve where the Hb closest but within 3 days prior to a transfusion was used as the Hb nadir. Hb values on the day of the transfusion were considered for nadir calculations., From 6 months post-drug product infusion through Month 24|Percentage Change From Baseline in Annualized Packed Red Blood Cell (pRBC) Transfusion Volume, Percent change from baseline in the average annual transfusion volume from 6 months post-drug product infusion through last visit were reported., Baseline, From 6 months post-drug product infusion through Month 24|Percentage Change From Baseline in Annualized Number of Packed Red Blood Cell (pRBC) Transfusions, Percentage change from baseline in annualized number of pRBC transfusions from 6 months post-drug product infusion through last visit were reported., Baseline, From 6 months post-drug product infusion through Month 24|Number of Participants With Vaso-Occlusive Crisis (VOC) and/or Acute Chest Syndrome (ACS) Events Post Drug Product Infusion in Sickle Cell Disease Participants, Number of VOCs, ACS, and vaso-occlusive events (VOEs; which included both VOC and ACS) through 24 months after drug product infusion., From time of drug product infusion through Month 24|Therapeutic Globin Expression Measured by Hb Containing β^A -T87Q Globin (HbA^T87Q) in Peripheral Blood, Therapeutic globin expression was measured by HbA\\^T87Q in peripheral blood and the ratio of alpha(α)- globin to all beta (β)-like-globins. The relative amount of each globin produced by a participant (including βA\\^A-T87Q globin) was determined in peripheral blood throughout the study., From time of drug product infusion through Month 24|Vector Copy Number (VCN) in Peripheral Blood, LentiGlobin BB305 lentiviral vector (LVV) transduction efficiency was measured by VCN. The presence of vector sequences in the genomic DNA of cells is detected using quantitative polymerase chain reaction (qPCR), and results were expressed as VCN., From time of drug product infusion through Month 24', 'sex': 'ALL', 'nct_id': 'NCT02151526', 'age': 'CHILD, ADULT', 'primary_outcomes': 'Number of Treated Participants With Successful Neutrophil and Platelet Engraftment, Neutrophil engraftment was defined as the first of absolute neutrophil count (ANC) \\> or = 0.5 × 10\\^9/ liter (L) for 3 consecutive days (or 3 consecutive measurements done on separate days), after a post-transplant value less than (\\<) 0.5 × 10\\^9/L. Platelet engraftment was defined as the first of 3 consecutive platelet values \\> or =20 × 10\\^9/L for participants with TDT and values \\> or =50 × 10\\^9/L for participants with SCD obtained on different days with no platelet transfusions administered for 7 days immediately preceding and during the evaluation period. The day of engraftment is the first day of the 3 consecutive platelet measurements., From time of drug product infusion through Month 24|Time to Successful Neutrophil and Platelet Engraftment, Neutrophil engraftment was defined as the first of ANC \\> or = 0.5 × 10\\^9/ liter (L) for 3 consecutive days (or 3 consecutive measurements done on separate days), after a post-transplant value \\< 0.5 × 10\\^9/L). Platelet engraftment was defined as the first of 3 consecutive platelet values \\> or =20 × 10\\^9/L for participants with TDT and values \\> or =50 × 10\\^9/L for participants with SCD obtained on different days with no platelet transfusions administered for 7 days immediately preceding and during the evaluation period. The day of engraftment is the first day of the 3 consecutive platelet measurements., From time of drug product infusion through Month 24|Incidence of Transplant Related Mortality, This was the safety outcome measure related to mortality. Transplant related mortality was defined as any death occurring in the study post drug product infusion deemed related to the transplant by the investigator., From screening through 365 days post-transplant|Number of Participants With Overall Survival (OS) Events, Overall survival was defined as time from date of LentiGlobin BB305 Drug Product infusion (Day 1) to date of death. Overall survival was censored at the date of last visit if the participant was still alive. Number of participants with OS events were reported., From time of drug product infusion through Month 24|Percentage of Participants With Vector-Derived Replication-Competent Lentivirus (RCL), Blood samples were analyzed for detection of RCL using RCL co-culture assay., From time of drug product infusion through Month 24|Number of Treated Participants With Greater Than (>) 30 Percent (%) Contribution of an Individual Clone As Per Integration Site Analysis (ISA), Clonal dominance was defined as an ISA result greater than (\\>) 90% of the total insertion sites (IS) at any time and a vector copy number (VCN) \\> or =0.3, or an initial ISA result of \\> 30% of the total IS with a VCN \\> or =0.3 followed by a result \\> 30% and less than or equal to (\\< or =) 90% at first repeat and a result \\> 50% at second repeat., From time of drug product infusion through Month 24|Number of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs), An AE was any untoward medical occurrence associated with the use of a drug in participants, whether or not considered drug related. An AE may include a change in physical signs, symptoms, and/or clinically significant laboratory change occurring in any phase of a clinical study. This definition includes inter-current illnesses or injuries, and exacerbation of pre-existing conditions. An SAE was any AE, occurring at any dose and regardless of causality, that resulted in death, was life-threatening, required in-patient hospitalization or prolongation of existing hospitalization, resulted in persistent or significant disability/incapacity, a congenital anomaly/birth defect, or was considered an important medical event that may jeopardize the participant and may require medical or surgical intervention to prevent an outcome listed previously. The number of participants with AEs and SAEs were evaluated., From date of Informed Consent signing up to Month 24'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1461,Disease,{'name': 'Beta-Thalassemia Major'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1462,Drug,{'name': 'LentiGlobin BB305 Drug Product'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1463,Trial,"{'summary': 'The proposed research is designed to test the global hypothesis that inhaled corticosteroids (ICS), a therapy developed to treat asthma, will prevent vasoocclusive painful episodes in adults with Sickle Cell Disease (SCD) who wheeze, but do not meet criteria for a diagnosis of asthma. The specific aims of this proposal are 1) Conduct a feasibility study - a randomized controlled trial of ICS for adults with SCD who do not meet criteria for a diagnosis of asthma but report recurrent cough or wheezing, 2) Measure the effects of ICS on biological correlates of pulmonary inflammation (as determined by exhaled nitric oxide) and vascular injury (as determined by sVCAM) in SCD, and 3) Compare properties of traditional and Bayesian adaptive clinical trial design for therapeutic trials in SCD in preparation for designing a definitive trial of ICS. These aims have the potential to 1) change the standard of care for individuals with SCD and recurrent cough or wheeze, 2) provide insight into the pathogenesis of non-asthmatic wheezing in SCD and its response to treatment, 3) explore the suitability of innovative clinical trial designs to overcome the challenges that have hindered therapeutic innovation for SCD.', 'secondary_outcomes': 'Change in Exhaled Nitric Oxide (eNO), Change in effects of inhaled corticosteroids (ICS) as measured by exhaled nitric oxide levels, which is the primary marker of pulmonary inflammation., Before ICS therapy begins and at 8 weeks post enrollment|Change in Soluble Vascular Cell Adhesion Molecule (sVCAM) Level, Mean Change in effects of inhaled corticosteroids vascular injury, assessed by biomarker sVCAM as a surrogate for vascular injury., Before ICS therapy begins and at 8 weeks post enrollment|Change in Adult Sickle Cell Quality of Life Measurement Information System (ASCQ-Me), Mean changes in ASCQ-Me (NHLBI developed a patient-reported Sickle Cell Disease (SCD) quality of life measurement tool) pain impact, at week 20 as compared to baseline. A reduction change on a 100-point scale indicated improved quality of life. ASCQ-Me uses a T-score metric (0-100) in which 50 is the mean of the reference population and 10 is the standard deviation (SD) of that population., baseline and week 20|The Medication Adherence Report Scale, The medication adherence report scale for asthma is a 10 question tool scored between 0 and 5, with full scale from 0 to 25, with higher scores indicating greater adherence, 20 weeks|Change in the Numerical Rating Scale (NRS) for Pain, Mean change in patient reported pain NRS score, full scale range 0- 10, higher score indicate more pain, baseline and 20 weeks|Asthma Control Test, Asthma control test, total score from 0-25, with higher score indicating more symptoms, 8 weeks|Admissions or Visits to the Hospital, Number of times participant visited the Emergency Department (ED) or was admitted to the hospital, baseline through 8 weeks|Change in Reticulocytes Count, Mean change in reticulocytes count - the number of new red blood cells., baseline and 8 weeks|Change in FEV1/FVC, Mean change in FEV1/FVC at 8 weeks compared to baseline, baseline and 8 weeks', 'sex': 'ALL', 'nct_id': 'NCT02061202', 'age': 'CHILD, ADULT, OLDER_ADULT', 'primary_outcomes': 'Number of Participants Who Completed Follow up, Feasibility is determined by calculating the proportion of randomized participants who complete follow up and a minimum of 30 pain diaries with good adherence to the study medication vs. the number enrolled., at 2 years'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1464,Drug,{'name': 'Mometasone Furoate'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1465,Trial,"{'summary': 'Patients with severe thalassemia (thalassemia major) present with severe anemia that required life-long transfusion therapy, spleen enlargement that led to increased transfusion requirement, and other serious complications as early death, growth retardation, bone deformations and iron overload due to blood transfusions. Splenectomy can significantly reduce transfusion requirement in thalassemia patients, but it is associated with an increased risk of serious complications such as sepsis and thrombosis. Preliminary preclinical and clinical data suggested that JAK2 inhibition, by reducing spleen size, could improve hemoglobin levels, thereby eliminating the need for splenectomy and reducing transfusion requirement and related iron overload.', 'secondary_outcomes': 'Percentage Change in Spleen Volume (cm3), Change of spleen volume from baseline at week 12 and week 30 as measured by magnetic imaging resonance (MRI) or computed tomography (CT)., baseline, week 12, week 30|Percentage Change in Mean Pre-transfusion Hemoglobin by 6 Week Time Intervals, Change from baseline in pre-transfusion hemoglobin levels, baseline, weeks 0 - 30|Percentage Change in Spleen Length (cm) Below the Left Coastal Margin, Change of spleen length from baseline over time measured by palpitation by time, baseline, weeks 1,2,3,4,6,12,18,24,30|Pharmacokinetics (PK) Parameter of Cmin, C min of INC424 by actual dose administered from 10mg bid to 20mg bid. Plasma PK samples were collected at Day 15 (Week 2), and Day 85 (Week 12). Cmin was collected immediately prior to dosing. n= number of patients with valid PK samples as per definition of the PK analysis set., week 2, week 12|Pharmacokinetics (PK) Parameter of Cmax, Cmax (1h) of INC424 by actual dose administered from 10mg bid to 20mg bid. Plasma PK samples were collected at Day 1, Week 2, and Week 12. Cmax was collected within a +/- 1 hour post dose.\n\nn= number of patients with valid PK samples as per definition of the PK analysis set., Day 1, Week 2 (Day 15), Week 12 (Day 85)', 'sex': 'ALL', 'nct_id': 'NCT02049450', 'age': 'ADULT, OLDER_ADULT', 'primary_outcomes': ""Change of Hematocrit Adjusted Volume of Red Blood Cells (RBC), Change of RBC transfusion requirement measured as percent change of the hematocrit-adjusted volume of transfused RBC and observed during within on-treatment interval (any time-points of RBC transfusion between week 6 and week 30 driven by the individual patient's need) compared to baseline (defined by pre-treatment interval between Week - 24 to start of treatment)., week 6 to week 30 interval""}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1466,Disease,{'name': 'Thalassemia Major'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1467,Drug,{'name': 'ruxolitinib'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1468,Trial,"{'summary': 'The purpose of this study was to determine whether the investigational drug SelG1 when given to sickle cell disease patients either taking or not taking hydroxyurea was effective in preventing or reducing the occurrence of pain crises. SelG1 prevents various cells in the bloodstream from sticking together. By stopping these cell-cell interactions, SelG1 may prevent small blood vessels from becoming blocked and therefore reduce the occurrence and severity of pain crises. Other effects of SelG1 was evaluated, as well as the safety of the drug and how long it stayed in the blood stream.\n\nFunding Source - FDA Office of Orphan Products Development (OOPD)', 'secondary_outcomes': ""Annual Rate of Days Hospitalized (Key Secondary Endpoint) Per Hodges-Lehmann Median, The annual rate of days hospitalized was calculated as the number of days hospitalized multiplied by 365 divided by the end date minus the date of randomization plus one where the end date is defined as the last dose date plus 14 days (for subjects never dosed, the end date equaled the end of study date, which was the last site contact for these patients)., One year|Time to First Sickle Cell-related Pain Crisis, Time to first SCPC is defined as months from randomization to first SCPC. A participant without SCPC before withdrawal or completion of the study is considered censored at the time of the end date. End date is defined as the last dose plus 14 days. For participants never dosed, the end date is the end of study date., Up to one year|Time to Second Sickle Cell-related Pain Crisis, Time to second SCPC is defined as months from randomization to second SCPC. A patient with less than two SCPC before withdrawal or completion of the study is considered censored at the time of the end date. End date is defined as the last dose plus 14 days. For patients never dosed, the end date is the end of study date., Up to one year|Annual Rate of Uncomplicated Sickle Cell-related Pain Crisis Per Hodges-Lehmann Median, Uncomplicated SCPC is defined as an acute episode of pain with no known cause for pain other than a vasoocclusive event; requiring a visit to a medical facility; and requiring treatment with a parenteral or oral narcotic (including opiates), or parenteral NSAIDs; but is NOT classified as an acute chest syndrome, hepatic sequestration, splenic sequestration or priapism., Up to one year|Annual Rate of Acute Chest Syndrome Per Hodges-Lehmann Median, Acute Chest Syndrome (ACS) is defined on the basis of the finding of a new pulmonary infiltrate involving at least one complete lung segment that was consistent with alveolar consolidation, but excluding atelectasis (as indicated by chest X-ray). At least one of the following additional signs or symptoms needs to be present as well: a participant had to have reported chest pain, a temperature of more than 38.5oC, tachypnea, wheezing or cough., One year|Patient Reported Outcome: Change From Baseline in Pain Severity/Pain Interference Domain From Brief Pain Inventory (BPI) Questionnaire, The BPI instrument was completed by the patients at pre-specified study visits prior to \\& during the Treatment \\& Follow-Up Evaluation Phases. Patients completed the brief pain inventory long-form, 1-week recall at the indicated pre-specified study visits. The BPI is a standardized self-reported questionnaire developed to provide information on the intensity of pain (the sensory dimension) as well as the degree to which pain interferes with function (the reactive dimension). The BPI also asks questions about pain relief, pain quality, \\& the patient's perception of the cause of pain. Since pain can be quite variable over a day, the BPI asks patients to rate their pain at the time of responding to the questionnaire (pain now), \\& also at its worst, least, \\& average over the previous week. The scorings for pain \\& interference have a range from 0 (no pain/no interference) to 10 (worst pain/complete interference). The BPI scoring manual was used to calculate scores for each domain., Baseline, Day 15, Week 14, Week 26, Week 38, Week 52, and Week 58, up to 58 weeks"", 'sex': 'ALL', 'nct_id': 'NCT01895361', 'age': 'CHILD, ADULT, OLDER_ADULT', 'primary_outcomes': 'Annual Rate of Sickle Cell-related Pain Crises (SCPC) Per Hodges-Lehmann Median, An SCPC is defined as an acute episode of pain with no other medically determined cause than a vasoocclusive event that requires a medical facility visit and treatment with oral or parenteral narcotics, or parenteral non-steroidal anti-inflammatory drugs. The annual rate of SCPC is defined as the total number of pain crises for a patient occurring from the date of randomization to the end date multiplied by 365 divided by the number of days during that same time period. End date is defined as the last dose date plus 14 days. For participants never dosed, the end date was the end of study date. This calculation accounts for early dropouts or lost to follow-up by extrapolating the SCPC rate of every participant to one year., One year|Annual Rate of Sickle Cell-related Pain Crises (SCPC) - Per Standard Median, An SCPC is defined as an acute episode of pain with no other medically determined cause than a vasoocclusive event that requires a medical facility visit and treatment with oral or parenteral narcotics, or parenteral non-steroidal anti-inflammatory drugs. The annual rate of SCPC is defined as the total number of pain crises for a patient occurring from the date of randomization to the end date multiplied by 365 divided by the number of days during that same time period. End date is defined as the last dose date plus 14 days. For participants never dosed, the end date was the end of study date. This calculation accounts for early dropouts or lost to follow-up by extrapolating the SCPC rate of every participant to one year., One year'}"
